userName,score,at,content
Pengguna Google,5,12/28/2018 4:45,"wah skrg bisa upload lebih lama durasinya , 22 detik video bisa tayang 😊"
Pengguna Google,5,12/14/2018 2:05,Sy suka dgn aplikasi ini. Sy tmbh suka jika ada emojinya sperti musically dlu
Pengguna Google,1,12/13/2018 11:36,Bisa gak tiktok ini di ganti MC kalo main tiktok tuh alay lebih baik mc
Pengguna Google,5,12/11/2018 5:21,Sangat bagus tapi tolong jangan terlalu banyak memakan Ram
Pengguna Google,1,12/8/2018 4:53,"Tik tok itu anjing,gua udh nyaman di musically malah di beli,mungkin biar tik tok banyak penggunanya anjing dah tik tok itu gua najis maen tik yok enakan musically musically lebih bagus dr pada tik tok!!"
Pengguna Google,3,12/7/2018 9:30,"Tapi tolong permudahkan menyimpan video, karna jika saya ingin menyimpan video harus dibagikan dulu melalui instagram"
Pengguna Google,3,12/5/2018 14:54,"Pliss tolong balikin musical.ly lagi, saya lebih suka apk musical.ly dibanding kan tiktok sekarang apk tiktok suka error sendiri tolong yaa balikin lagi apk musical.ly min🙏😢"
Pengguna Google,2,12/5/2018 12:11,Plis balikin ke musically lagi gue udh nyaman di musically gue pengen musically gue suka musikally plis balikin ke musically yg dulu lagi jan yg gabung sama tiktok respon plis
Pengguna Google,3,11/26/2018 6:49,"Tidak bisa masuk ke tik tok harus daftar lewat email atau nomer telpon tapi tetap tidak bisa masuk,kok benar benar gak bisa ya,sudah download lagi daftar lagi berulang ulang x tetap gak bisa menggunakan nya gagal terus"
Pengguna Google,1,11/24/2018 11:54,"Tolong ya tik tok kembalikan musically kami, karena para muser juga berasal dari musically, dan tolong jangan plagiatkan aplikasi mc, dan kepada musically tolong pisah dari tiktok, logonya saja sudah tiktok semua, kemana mc kita yg dulu? Yg berawal dari goyang"" hp hingga jago buat transisi, hufftt jangan mau dibodohkan lah oleh dia"
Pengguna Google,3,11/24/2018 6:54,"tiga aja dulu. takutnya eror lagi nanti saya hapus lagi, kenapa di china tidak bisa masukin kode id, tmn indo"
Pengguna Google,5,11/16/2018 15:46,Bagus sih aplikasinya.tp terkadang kena blok padahal ga ada yg melanggar.tp yg keliatan cd nya sam tetek aman
Pengguna Google,1,11/16/2018 8:05,Tidak bisa Login menggunakan Instagram loading muluu
Pengguna Google,5,11/16/2018 7:26,aplikasinya bagus tapi loading ya lama lebih bagus mc
Pengguna Google,5,11/7/2018 17:04,menambah luas wawasan dan teman di sepuluh dunia makasih untuk aplikasi nya
Pengguna Google,3,11/4/2018 10:27,"tolong jangan terlalu banyak video india nya,,,video tiktok indo aja"
Pengguna Google,1,11/3/2018 19:13,"Saya kecewa ketika musical.ly di gabung atau dirubah menjadi tiktok!! Terkesan jadi alay banget dan kurang mendidik.😡😡😡 tolong kembalikan musical.ly, jangan seenaknya tiktok donk main beli apklikasinya musical.ly Klau mau buat aplikasi khusus aja woi admin yg buat digabungkan tiktok dan musical.ly tapi tolong jangan pakai aplikasinya musical.ly donk woi sampai2 tiktok alay yg berkuasa!! 💣💣💣👿👿😤😤😡😡😡😡"
Pengguna Google,5,10/27/2018 10:32,Aku suka tik tok karna lagu lagu ny enak banget
Pengguna Google,4,10/22/2018 11:42,"Sebetulnya sii suka sma apl ini cuma yaa, krna di gabung transisi sudah spt tdk dihargai:)) klo bisa sii ya saran saya. Logo tiktok dab musically setengah setengah sja jgn smua logo tiktok mksihh:)"
Pengguna Google,3,10/21/2018 2:09,"Stiap saya bikin vidio kenapa tidak ada yg like/coment pun..apa hanya kusus hp iphone aj yg terlihat,trus android tidak terlihat di id tiktok?? ..."
Pengguna Google,1,10/20/2018 17:14,"Bangsat aplikasi tiktok, seenak'a ajh ngebeli perusahaan musically gitu ajh.. Kembalikan musically ehh tiktok gk guna ajg!!!"
Pengguna Google,5,10/16/2018 8:46,"Ini keren banget,kalo aku lagi bosen pasti main tik tok"
Pengguna Google,5,10/16/2018 7:50,Bagus tapi boleh gak musically gak diumpet umperin harus download di google trs 😓
Pengguna Google,3,10/14/2018 8:09,Mirip tiktok banget tapi lumayan sih
Pengguna Google,4,10/13/2018 3:34,Bagus banget tapi di update lagi dong biar engga ngeleg pas bikin vidio
Pengguna Google,2,10/11/2018 23:29,"Dengan hormat kepada pihak Musical.ly saya kecewa dengan adanya pembaruan ini,mungkin bukan saya aja yang kecewa dengan adanya pembaruan ini,kami mohon maaf sekali,apakah musical.ly bisa dikembalikan?,maaf bila ada salah"" kata😊"
Pengguna Google,1,10/7/2018 7:33,Tolong dong musically seperti semula lagi knp jadi tik tok nguasai sih
Pengguna Google,1,10/7/2018 0:33,Tolong kembalikan musically versi sebelumnya karna kalau musically sama tiktok digabung memori bakalan penuh sekali lagi kami minta tolong untuk kembalikan musically versi lama
Pengguna Google,3,10/6/2018 10:00,"Maaf sebelumnya, dlu yg bermasalah itu bukannya tiktok yaa? Sampe tiktok hampir mau di blokir.. kenapa jdi skrng musically yg menjadi tiktok? Mohon bantuannya buat di rubah jadi ke musically dulu lagi.. terimakasih 🙏"
Pengguna Google,1,10/4/2018 3:27,Saya tidak suka dengan musical ly yang ini saya mau musically yang dulu.... Tolong laa kembalikan yang dulu kenapa di ganti.... Tolong laaaa ngertii sikit aku baru aja ngapus musically yang dulu jadinya aku mau makeknya lagi kembalikan musically yang dulu tolong.... Ngapain di hapus.... Plissssssssss
Pengguna Google,1,10/3/2018 7:55,Kembalikan musicaly yg dulu klo yg sekarang kuota cepet habis karene nyedot kuota bgt
Pengguna Google,1,9/29/2018 13:57,"Ngapain sih musically udh bagus bagus pake di campur tik tok udh tau Tik tok pemainnya ""alay alay"""
Pengguna Google,1,9/28/2018 11:17,Saya sangat kecewa. Kembalikan apk musically yg dulu.
Pengguna Google,1,9/28/2018 5:25,"Saya lebih memilih musical.ly yg dulu!plis deh gosah di campur2,Tik tok di campur musical.ly mau jadi apa?plis kembalikan musical kami yg dulu bukan yg skrg!'_'"
Pengguna Google,1,9/22/2018 9:31,"Kembalikan versi yang lama, saya gk suka versi yang baru-_- kenapa harus jadi tiktok...tolong balikin musical.ly yang dulu"
Pengguna Google,4,9/21/2018 8:48,Yaa..tapi gue ngga suka.... Bagus banget Musical.Ly yg dulu..tapi kenapa dicampur tik tok siihh..🤔🤔🙄
Pengguna Google,1,9/21/2018 7:45,"Knp sih musicallydi gabung sama tiktok mohon di kembaliin musicallynya please, banyak yang suka ma musically kalau gk ada musically gmna para muser #musicallycomeback"
Pengguna Google,5,9/19/2018 14:16,Keren tapi bagusnya kalau ada kecepatan mode dari fast ke slow tanpa 2 kali dipencet dan filter filter yang baru😃
Pengguna Google,4,9/18/2018 13:18,Setelah di update kok jadi sering keluar sendiri ya 😢
Pengguna Google,1,9/18/2018 3:05,"Kenapa kok jadi digabung,kan TIK TOK udah punya app sendiri!"
Pengguna Google,1,9/17/2018 9:56,Saya kecewa bangett....kenapa setelah diperbarui musically menjadi berubah dicampur tik tok.tolong dikembalikan seperti dulu saya gk suka dicampur2😡😤😡😤😡
Pengguna Google,1,9/13/2018 11:38,"Tidak bisa di downloadd dan nama app tidak keluar jika di search di play store padahal aku sukak banget sama app ini walau sudah berubah jadi tiktok,,tolong perbaiki lagi"
Pengguna Google,1,9/13/2018 7:44,"Knp musically sama kayak tiktok??ayo lah please !! musically tetap musically,,dan tiktok tetaplah tiktok,,GK ush d sama samain,,kumohon kembalikan musically ke versi yg dulu•"
Pengguna Google,2,9/12/2018 7:45,Kembaliin musically yang dulu!! Jangan tiktok!! Kenapa si harus gabungan sama tiktok?!!!
